204,/disks/d14/2009/MOD13Q1.A2009001.h09v07.005.2009019173818.hdf,43200,47999,33600,38399,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h09v08.005.2009020070643.hdf,43200,47999,38400,43199,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h09v09.005.2009020104210.hdf,43200,47999,43200,47999,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h10v07.005.2009020113923.hdf,48000,52799,33600,38399,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h10v08.005.2009020033604.hdf,48000,52799,38400,43199,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h10v09.005.2009019152926.hdf,48000,52799,43200,47999,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h10v10.005.2009020120026.hdf,48000,52799,48000,52799,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h10v11.005.2009019232129.hdf,48000,52799,52800,57599,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h11v07.005.2009020015055.hdf,52800,57599,33600,38399,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h11v08.005.2009019204134.hdf,52800,57599,38400,43199,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h11v09.005.2009020050006.hdf,52800,57599,43200,47999,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h11v10.005.2009020072733.hdf,52800,57599,48000,52799,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h11v11.005.2009019230008.hdf,52800,57599,52800,57599,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h11v12.005.2009019190425.hdf,52800,57599,57600,62399,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h12v07.005.2009020050246.hdf,57600,62399,33600,38399,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h12v08.005.2009019181849.hdf,57600,62399,38400,43199,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h12v09.005.2009019135027.hdf,57600,62399,43200,47999,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h12v10.005.2009019223039.hdf,57600,62399,48000,52799,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h12v11.005.2009020173813.hdf,57600,62399,52800,57599,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h12v12.005.2009019145228.hdf,57600,62399,57600,62399,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h12v13.005.2009019220608.hdf,57600,62399,62400,67199,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h13v08.005.2009020005305.hdf,62400,67199,38400,43199,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h13v09.005.2009020102431.hdf,62400,67199,43200,47999,001,2009
204,/disks/d14/2009/MOD13Q1.A2009001.h13v10.005.2009020164736.hdf,62400,67199,48000,52799,001,2009
