7037,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h09v07.005.2010026221611.hdf,43200,47999,33600,38399,10001,001,2010
7038,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h09v08.005.2010027184000.hdf,43200,47999,38400,43199,10001,001,2010
7039,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h09v09.005.2010028012656.hdf,43200,47999,43200,47999,10001,001,2010
7040,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h10v07.005.2010028021512.hdf,48000,52799,33600,38399,10001,001,2010
7041,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h10v08.005.2010027104850.hdf,48000,52799,38400,43199,10001,001,2010
7042,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h10v09.005.2010026182616.hdf,48000,52799,43200,47999,10001,001,2010
7043,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h10v10.005.2010028020902.hdf,48000,52799,48000,52799,10001,001,2010
7044,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h10v11.005.2010027072703.hdf,48000,52799,52800,57599,10001,001,2010
7045,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h11v07.005.2010027103821.hdf,52800,57599,33600,38399,10001,001,2010
7046,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h11v08.005.2010027005812.hdf,52800,57599,38400,43199,10001,001,2010
7047,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h11v09.005.2010027123238.hdf,52800,57599,43200,47999,10001,001,2010
7048,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h11v10.005.2010028063919.hdf,52800,57599,48000,52799,10001,001,2010
7049,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h11v11.005.2010027061330.hdf,52800,57599,52800,57599,10001,001,2010
7050,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h11v12.005.2010026230703.hdf,52800,57599,57600,62399,10001,001,2010
7051,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h12v07.005.2010027153002.hdf,57600,62399,33600,38399,10001,001,2010
7052,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h12v08.005.2010026212555.hdf,57600,62399,38400,43199,10001,001,2010
7053,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h12v09.005.2010026181258.hdf,57600,62399,43200,47999,10001,001,2010
7054,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h12v10.005.2010027070105.hdf,57600,62399,48000,52799,10001,001,2010
7055,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h12v11.005.2010028062013.hdf,57600,62399,52800,57599,10001,001,2010
7056,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h12v12.005.2010026163634.hdf,57600,62399,57600,62399,10001,001,2010
7057,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h12v13.005.2010027044838.hdf,57600,62399,62400,67199,10001,001,2010
7058,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h13v08.005.2010027093949.hdf,62400,67199,38400,43199,10001,001,2010
7059,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h13v09.005.2010028010349.hdf,62400,67199,43200,47999,10001,001,2010
7060,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h13v10.005.2010028061513.hdf,62400,67199,48000,52799,10001,001,2010
7061,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h13v11.005.2010028030718.hdf,62400,67199,52800,57599,10001,001,2010
7062,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h13v12.005.2010027105958.hdf,62400,67199,57600,62399,10001,001,2010
7063,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h13v13.005.2010026202438.hdf,62400,67199,62400,67199,10001,001,2010
7064,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h13v14.005.2010027160501.hdf,62400,67199,67200,71999,10001,001,2010
7065,A2010001,/disks/d14/2010/MOD13Q1.A2010001.h14v09.005.2010026211638.hdf,67200,71999,43200,47999,10001,001,2010
